concept_id,canonical,dimension
ships_work_object,ships,work_object
shoe_product,shoe,product
shoe_work_object,shoe,work_object
sign,sign,knowledge_domain
sign_language,sign language,knowledge_domain
site,site,venue
ski_knowledge_domain,ski,knowledge_domain
ski_lift_work_object,ski lift,work_object
slate_work_object,slate,work_object
slitter_work_object,slitter,work_object
smart_city_knowledge_domain,smart city,knowledge_domain
smart_knowledge_domain,smart,knowledge_domain
smart_work_object,smart,work_object
snow_task,snow,task
snowboard_knowledge_domain,snowboard,knowledge_domain
soap_drier_work_object,soap drier,work_object
soap_product,soap,product
soap_tower_work_object,soap tower,work_object
soap_work_object,soap,work_object
social,social,industry
soil_work_object,soil,work_object
solar,solar,industry
sole_work_object,sole,work_object
solid_waste_work_object,solid waste,work_object
sound_knowledge_domain,sound,knowledge_domain
sound_work_object,sound,work_object
spa_work_object,spa,work_object
space_knowledge_domain,space,knowledge_domain
spark_work_object,spark,work_object
special_educational_needs,special educational needs,population
special_needs,special needs,population
specialised,specialised,industry
speech,speech,knowledge_domain
speech_and_language,speech and language,knowledge_domain
spice_knowledge_domain,spice,knowledge_domain
spice_product,spice,product
sports,sports,industry
sports_product,sports,product
spot_work_object,spot,work_object
sprinkler_work_object,sprinkler,work_object
squadron_work_object,squadron,work_object
stage,stage,venue
staircase_work_object,staircase,work_object
stand_work_object,stand,work_object
stand_up_work_object,stand up,work_object
standalone_product,standalone,product
starch_work_object,starch,work_object
state_work_object,state,work_object
stationery_product,stationery,product
statistics,statistics,knowledge_domain
steam_turbine_work_object,steam turbine,work_object
steam_work_object,steam,work_object
steiner_knowledge_domain,steiner,knowledge_domain
sterile_work_object,sterile,work_object
stock_knowledge_domain,stock,knowledge_domain
stock_product,stock,product
stock_work_object,stock,work_object
stone_work_object,stone,work_object
stop_knowledge_domain,stop,knowledge_domain
store_industry,store,industry
storyboard_knowledge_domain,storyboard,knowledge_domain
street_food_work_object,street food,work_object
street_knowledge_domain,street,knowledge_domain
stress_knowledge_domain,stress,knowledge_domain
stringed_knowledge_domain,stringed,knowledge_domain
students,students,population
studies,studies,knowledge_domain
substance_misuse_work_object,substance misuse,work_object
sugar_chocolate_knowledge_domain,sugar chocolate,knowledge_domain
sugar_chocolate_product,sugar chocolate,product
sugar_confectionery_knowledge_domain,sugar confectionery,knowledge_domain
sugar_confectionery_product,sugar confectionery,product
sugar_product,sugar,product
sugar_refinery_work_object,sugar refinery,work_object
supermarket_venue,supermarket,venue
supply_chain_work_object,supply chain,work_object
supply_product,supply,product
supreme_work_object,supreme,work_object
surface_mount_knowledge_domain,surface mount,knowledge_domain
surface_mount_work_object,surface mount,work_object
surface_work_object,surface,work_object
surveillance_industry,surveillance,industry
sustainability_work_object,sustainability,work_object
switchboard_work_object,switchboard,work_object
synthetic,synthetic,industry
systems_product,systems,product
systems_work_object,systems,work_object
table_saw_work_object,table saw,work_object
talent_task,talent,task
talented_knowledge_domain,talented,knowledge_domain
tangible_product,tangible,product
tank_product,tank,product
tank_work_object,tank,work_object
tape_product,tape,product
tax,tax,knowledge_domain
taxi_work_object,taxi,work_object
tea_product,tea,product
teaching,teaching,task
team_industry,team,industry
technical_industry,technical,industry
technical_task,technical,task
telemarketing,telemarketing,channel
tenni_knowledge_domain,tenni,knowledge_domain
tent_work_object,tent,work_object
terminal,terminal,venue
test,test,task
testing,testing,task
textile_industry_machinery_knowledge_domain,textile industry machinery,knowledge_domain
textile_industry_machinery_product,textile industry machinery,product
textile_leather_knowledge_domain,textile leather,knowledge_domain
textile_pattern_work_object,textile pattern,work_object
textile_product_work_object,textile product,work_object
textile_semi_finished_knowledge_domain,textile semi finished,knowledge_domain
textile_semi_finished_product,textile semi finished,product
textile_textile_semi_finished_product,textile textile semi finished,product
textiles_product,textiles,product
theater,theater,venue
theme_work_object,theme,work_object
theology,theology,knowledge_domain
therapy_work_object,therapy,work_object
thread_work_object,thread,work_object
ticket_task,ticket,task
tile_work_object,tile,work_object
timber_product,timber,product
tissue_paper_work_object,tissue paper,work_object
tobacco_product_knowledge_domain,tobacco product,knowledge_domain
tobacco_product_product,tobacco product,product
toilet_work_object,toilet,work_object
tools_product,tools,product
tools_work_object,tools,work_object
tour_product,tour,product
tour_work_object,tour,work_object
tourism_industry,tourism,industry
tourism_knowledge_domain,tourism,knowledge_domain
tourists,tourists,population
truck_work_object,truck,work_object
tow_truck_work_object,tow truck,work_object
tower_crane_work_object,tower crane,work_object
trade_work_object,trade,work_object
trading,trading,task
train_product,train,product
train_work_object,train,work_object
train_work_object,train,work_object
training,training,task
tram_work_object,tram,work_object
tramway_work_object,tramway,work_object
transfer,transfer,task
translation,translation,knowledge_domain
travel,travel,knowledge_domain
trolley_bus_work_object,trolley bus,work_object
troubleshooting,troubleshooting,task
truck_knowledge_domain,truck,knowledge_domain
truck_product,truck,product
trust_industry,trust,industry
tunnel_kiln_work_object,tunnel kiln,work_object
tunnel_work_object,tunnel,work_object
tyre_work_object,tyre,work_object
underground_heavy_work_object,underground heavy,work_object
underwater_industry,underwater,industry
unit_work_object,unit,work_object
university,university,venue
urban_work_object,urban,work_object
usability,usability,task
user_experience_knowledge_domain,user experience,knowledge_domain
user_interface_work_object,user interface,work_object
utility_work_object,utility,work_object
v_belt_work_object,v belt,work_object
vacuum_work_object,vacuum,work_object
van_task,van,task
variety_knowledge_domain,variety,knowledge_domain
varnish_work_object,varnish,work_object
vegetable_knowledge_domain,vegetable,knowledge_domain
vegetable_product,vegetable,product
vehicles_product,vehicles,product
vehicles_work_object,vehicles,work_object
veneer_slicer_work_object,veneer slicer,work_object
veneer_work_object,veneer,work_object
venue_knowledge_domain,venue,knowledge_domain
vessel_knowledge_domain,vessel,knowledge_domain
vessel_product,vessel,product
vessel_work_object,vessel,work_object
veterinary,veterinary,industry
victim_task,victim,task
video_knowledge_domain,video,knowledge_domain
video_knowledge_domain,video,knowledge_domain
video_product,video,product
video_work_object,video,work_object
vineyard,vineyard,venue
violence_industry,violence,industry
violin_work_object,violin,work_object
visitor_industry,visitor,industry
visual,visual,knowledge_domain
viticulture_work_object,viticulture,work_object
vocational,vocational,industry
voice_over_knowledge_domain,voice over,knowledge_domain
volunteer_work_object,volunteer,work_object
wall_product,wall,product
warfare_knowledge_domain,warfare,knowledge_domain
wash_work_object,wash,work_object
wastewater_work_object,wastewater,work_object
watch_work_object,watch,work_object
watche_knowledge_domain,watche,knowledge_domain
watche_product,watche,product
water_based_work_object,water based,work_object
water_knowledge_domain,water,knowledge_domain
water_network_work_object,water network,work_object
waterway_industry,waterway,industry
wave_work_object,wave,work_object
web_content_work_object,web content,work_object
weight_loss_knowledge_domain,weight loss,knowledge_domain
weight_work_object,weight,work_object
welding,welding,task
welfare,welfare,industry
wholesale,wholesale,channel
wicker_furniture_work_object,wicker furniture,work_object
wig_work_object,wig,work_object
wind_knowledge_domain,wind,knowledge_domain
window_work_object,window,work_object
wine_work_object,wine,work_object
wire_harness_work_object,wire harness,work_object
wire_work_object,wire,work_object
wood_pallet_work_object,wood pallet,work_object
wood_product_work_object,wood product,work_object
wooden_furniture_work_object,wooden furniture,work_object
work,work,task
workshop_venue,workshop,venue
writing,writing,task
yard,yard,venue
young_industry,young,industry
youth,youth,population
early_years_population,early years,population
made_up_product,made up,product
precious_work_object,precious,work_object
security_alarm_work_object,security alarm,work_object
traditional_chinese_medicine_knowledge_domain,traditional chinese medicine,knowledge_domain
user_interface_work_object,user interface,work_object
