concept_id,alias,priority
carriage_work_object,trăsură,94
case_work_object,caz,94
casino_task,cazino,94
casting_task,turnare,98
category_industry,categorie,96
cattle_work_object,bovine,94
ceiling_task,plafonare,96
cell_industry,celular,96
cellar,pivniță,94
cemetery_work_object,cimitir,94
central_bank,bancă centrală,94
centrifuge_work_object,centrifugă,94
ceramic_industry,ceramică,96
chain_work_object,lanț,98
change_noop,managementul schimbării,96
change_noop,schimbare,96
channel_channel,canal,94
checkout_work_object,casă de marcat,94
chemical,chimie industrială,96
chemistry,chimie,98
child,copii,94
childcare_task,îngrijire copii,96
chilling_task,răcire,96
china_knowledge_domain,porțelanuri,96
chinese_knowledge_domain,limba chineză,96
chiropractic_industry,quiropractică,96
church,biserică,94
cigar_work_object,trabuc,94
cigarette_work_object,țigaretă,94
claim_industry,daune,96
classical,clasic,98
clay_product_dry_kiln_work_object,cuptor de uscare produse din argilă,96
cleaning,curățenie,96
client_task,relatii clienti,96
clinic,clinica,94
cloak_work_object,pelerină,94
clothing_product,imbracaminte,94
clothing_task,confecționare haine,96
cloud_identity_work_object,identitate cloud,94
co_work_object,co-monoxid,96
coagulation_task,coagulare,96
coastguard_watch_work_object,supraveghere gardă de coastă,96
coating_task,acoperire,98
code_industry,codificare,96
coffee_industry,industria cafelei,96
coking_task,cocsificare,96
collection_task,colectare,96
colour_work_object,culoare,96
commissioning_task,punere în funcțiune,96
commodity_product,mărfuri,96
common_carrier_task,transport public,96
communication_task,comunicare,98
communications,comunicatii,94
compensation_task,compensații,96
competition_task,concurență,96
complementary_industry,terapii complementare,96
compliance,conformitate,98
component_work_object,componentă,94
compression_task,compresie,96
computer_software_work_object,software de calculator,94
concrete_product_work_object,produse din beton,96
concrete_work_object,beton,98
configuration,configurare,94
construction,constructii,94
consumer_good_work_object,bun de consum,94
consumer_knowledge_domain,consumatori,96
consumer_right_work_object,drepturile consumatorului,94
consumer_work_object,consumator,96
converting_task,conversie,96
conveyance_work_object,mijloc de transport,94
coordination,coordonare,94
corporate,corporativ,98
correctional,corecțional,94
correspondence,corespondență,94
corrosion_task,coroziune,96
corrugator_work_object,ondulator,94
cost_knowledge_domain,costuri,96
cotton_gin_work_object,egrenă de bumbac,94
counter_work_object,tejghea,94
countryside_work_object,zonă rurală,94
court,instanta,94
craft_work_object,meșteșug,94
crane_crew_work_object,echipaj de macara,94
crane_work_object,macara,94
creative_industry,industrii creative,96
credit_knowledge_domain,creditare,96
credit_union_work_object,cooperativă de credit,94
crime_knowledge_domain,infracționalitate,96
criminal_industry,drept penal,96
crisis_helpline_work_object,linie de urgență pentru crize,96
crisis_industry,gestionarea crizelor,96
crop_industry,culturi agricole,96
crosscut_saw_work_object,ferăstrău transversal,94
crossing_task,trecere,96
crowd_work_object,mulțime,94
crushing_task,zdrobire,96
curing_task,maturare,96
custom_work_object,personalizat,94
customers,clienți,94
cutting,tăiere,98
cybersecurity_task,securitate cibernetică,94
cylinder_work_object,cilindru,94
cylindrical_industry,cilindric,96
dance_knowledge_domain,dans,94
dangerou_good_task,mărfuri periculoase,94
day_task,zi,94
de_icer,dezghețător,94
debarker_work_object,decojitor,94
debt_work_object,datorie,94
deburring_task,debavurare,96
deck_work_object,punte,94
decontamination_task,decontaminare,96
decorative_industry,decorativ,96
deep_sea_industry,adâncime marină,96
defence_task,apărare,94
deinking_task,dezcernealare,96
demolition_task,demolare,98
dentistry_knowledge_domain,stomatologie,94
department,departament,94
dependability_work_object,fiabilitate,94
deputy_knowledge_domain,adjunct,94
desalination_task,desalinizare,96
destination_task,destinație,96
development,dezvoltare,96
device_product,dispozitiv,94
device_work_object,dispozitiv,94
dewatering_task,deshidratare,96
die_work_object,matriță,96
diet_work_object,dietă,94
dietetic_industry,dietetică,96
digester_work_object,digestor,94
digestion,digestie,94
dip_work_object,baie de imersie,96
dipping_task,imersie,96
disability_task,dizabilitate,94
disaster_knowledge_domain,dezastre,96
dismantling_task,dezmembrare,98
disposal_industry,eliminarea deșeurilor,96
distillation_task,distilare,96
distribution,distributie,94
dividend_knowledge_domain,dividende,96
division_task,divizie,96
medical_practice,cabinet medical,94
document_task,documentare,98
documentation,documentație,96
doll_work_object,păpușă,94
drain_work_object,scurgere,96
drapery_work_object,draperie,94
drawing_task,desenare,96
dredge_work_object,drăgă,94
dredging_task,dragare,96
drilling_task,foraj,96
driving,conducere,94
drone_work_object,dronă,94
drop_task,picurare,96
drugs_product,medicamente,94
dryer_work_object,uscător,94
duty_work_object,sarcină,94
early_year_knowledge_domain,primii ani,94
early_years_population,copii vârstă timpurie,96
earth_knowledge_domain,Pământ,94
ebusiness_work_object,afacere electronică,94
economics,economie,98
edge_bander_work_object,mașină de aplicat cant,94
edible_oil_knowledge_domain,uleiuri comestibile,96
edible_oil_product,ulei comestibil,96
education_task,educație,98
educational_population,populație școlară,96
effect_knowledge_domain,efecte,96
elderly,vârstnici,98
election_task,alegeri,96
electrical,electric,94
electrolytic_industry,electrolitic,96
electromechanical_industry,electromecanic,98
electron_beam_work_object,fascicul de electroni,94
electronics,electronica,94
electroplating_task,galvanizare,96
embassy_work_object,ambasadă,94
embedded_knowledge_domain,sisteme incorporate,96
embedded_work_object,incorporat,94
embossing_task,embosare,96
embroidery_work_object,broderie,94
embryo_work_object,embrion,94
emergency_ambulance_work_object,ambulanță de urgență,94
emergency_industry,urgențe,96
employee_task,angajat,94
employer_task,angajator,94
employment_task,ocuparea forței de muncă,96
enforcement_task,aplicare a legii,96
engineered_wood_board_work_object,placă din lemn prelucrat,94
engineering,inginerie,96
engraving_task,gravare,98
enterprise_work_object,întreprindere,98
entry,intrare,94
envelope_work_object,plic,94
environment_task,mediu înconjurător,96
environmental,mediu,94
equality_task,egalitate,94
equine,ecvine,94
equipment_product,echipament,94
equipment_work_object,echipament,94
erosion_task,eroziune,96
establishment_task,înființare,96
estate_industry,imobiliare,94
ethical,etic,94
eu,UE,96
event,evenimente,98
exchange_knowledge_domain,schimburi valutare,96
exchange_product,schimb,96
excise_work_object,accize,96
exhibition_task,expoziție,96
experience_work_object,experiență,94
exploration_task,explorare,96
extract_work_object,extras,96
extraction_task,extracție,98
extrusion_task,extrudare,98
facility,facilitate,94
factory,fabrica,94
faculty_work_object,facultate,94
family_industry,familie,94
fare_work_object,tarif,94
farm,ferma,94
fat_purification_task,purificare grăsimi,96
fat_task,grăsimi,96
feed_knowledge_domain,furaje,96
fertiliser_work_object,îngrășământ,94
fibre_machine_work_object,mașină de fibre,94
fibreglass_work_object,fibră de sticlă,94
field_survey_work_object,studiu de teren,94
fight_knowledge_domain,luptă,94
filament_task,filamente,96
file_work_object,pilă,94
filigree_work_object,filigran,94
filing_task,îndosariere,96
filling_task,umplere,98
filtration_task,filtrare,96
finance_industry,finanțe,96
financial,financiar,98
fine_knowledge_domain,fin,94
finished_leather_work_object,piele finisată,94
finishing,finisare,98
fire_work_object,incendiu,98
fireplace_work_object,șemineu,94
firework_work_object,artificii,96
first_aid_knowledge_domain,prim ajutor,94
flexographic_industry,flexografie,96
floor_product,podea,94
flotation_task,flotație,96
flour_purifier_work_object,purificator de făină,94
flow,flux,94
flower_product,floare,96
fluid_power_work_object,energie hidraulică,94
foam_rubber_work_object,cauciuc spumă,94
folding_task,pliere,96
followspot_work_object,proiector de urmărire,94
food_knowledge_domain,alimentație,96
food_product,produs alimentar,96
food_work_object,alimente,94
football_knowledge_domain,fotbal,94
footwear_3d_work_object,încălțăminte 3D,94
footwear_knowledge_domain,incaltaminte,94
footwear_product,incaltaminte,94
footwear_product_work_object,produs de încălțăminte,94
footwear_work_object,incaltaminte,94
force_industry,forțe de ordine,96
forecast_work_object,prognoză,94
foreclosure_knowledge_domain,executare silită,94
foreign,străin,94
foreign_language,limbă străină,94
forensics_industry,medicină legală,96
forge_work_object,forjă,94
forging_task,forjare,98
forklift_work_object,motostivuitor,94
forming_task,formare,98
forwarding_task,expediere,96
fossil_fuel_power_work_object,energie fosilă,96
foster_task,plasament familial,94
foundry_work_object,turnătorie,94
frame_work_object,cadru,94
fraud_industry,prevenire fraudă,96
freinet_knowledge_domain,pedagogie Freinet,96
frequency_knowledge_domain,frecvență,94
front_line_industry,prima linie,96
froth_work_object,spumă,94
fruit_product,fruct,96
fund_industry,fonduri de investiții,96
fund_product,fond,96
funding_task,finanțare,96
fundraising_task,strângere de fonduri,96
funds_product,fonduri,94
funeral_industry,servicii funerare,96
furniture_knowledge_domain,mobilier,94
furniture_product,mobila,94
furniture_work_object,mobilier,94
further_knowledge_domain,educație continuă,96
future_product,produs viitor,96
gallery_knowledge_domain,galerie de artă,96
gambling_task,jocuri de noroc,96
game_work_object,joc,94
games_product,jocuri,94
garage_work_object,garaj,94
garden,grădină,94
gas_turbine_work_object,turbină cu gaz,94
gate_work_object,poartă,94
gear_work_object,angrenaj,94
generation_task,generare,96
geographic_industry,geografic,96
geography,geografie,94
geological_industry,geologic,96
geology,geologie,94
geotechnical_industry,geotehnică,96
geothermal_industry,geotermal,96
germination_task,germinare,96
gerontology_knowledge_domain,gerontologie,96
gifted_knowledge_domain,supradotați,96
glass_work_object,sticlă,96
glassware_product,articole din sticlă,96
glove_work_object,mănușă,94
good_product,bun,96
goods_product,bunuri,94
government,guvernamental,96
grading,clasificare,98
grant_work_object,subvenție,96
graphic_industry,grafică,96
gravure_work_object,gravură,94
green,ecologic,98
grill_work_object,grătar,94
grinding_task,rectificare,96
groundwater_work_object,apă subterană,94
guest,oaspete,94
guests,oaspeți,94
guitar_work_object,chitară,94
hair_work_object,păr,94
hairdressing_task,coafură,96
hairpiece_work_object,perucă parțială,94
hall,sală,94
hammer_work_object,ciocan,94
handling,manipulare,94
harp_work_object,harpă,94
harpsichord_work_object,clavecin,94
harvest_work_object,recoltă,94
harvesting_task,recoltare,98
hatchery,stație de incubație,94
hazardou_waste_work_object,deșeuri periculoase,94
hazardou_work_object,substanță periculoasă,96
health,sănătate,98
healthcare,servicii de sănătate,96
hearse_work_object,mașină funerară,94
heating_task,încălzire,96
heel_work_object,toc,94
helicopter_work_object,elicopter,94
help,ajutor,94
help_desk,helpdesk,98
herbal_industry,plante medicinale,96
hide_work_object,piei neprelucrate,96
high_work_object,înalt,94
higher_knowledge_domain,învățământ superior,96
history,istorie,98
home,acasă,94
homelessness_work_object,lipsa adăpostului,94
homologation_task,omologare,96
horticulture_task,horticultură,98
hospital,spital,94
hospitality,ospitalitate,94
hot_foil_work_object,folie la cald,94
house,casă,94
household_appliance_product,electrocasnic,96
household_good_knowledge_domain,bunuri de uz casnic,96
household_good_product,bun de uz casnic,96
household_product,produs casnic,94
housekeeping_task,curățenie și întreținere,96
housing_task,locuințe,96
human,om,94
human_knowledge_domain,uman,96
human_resources,resurse umane,96
humanitarian_work_object,umanitar,94
humans,oameni,94
husbandry,creșterea animalelor,94
hydraulic_industry,hidraulică,96
hydroelectric_industry,hidroelectric,96
hydrogenation_task,hidrogenare,96
hydropower_work_object,hidroenergie,98
ice_knowledge_domain,gheață,94
ice_skating_task,patinaj pe gheață,96
ict_knowledge_domain,TIC,96
idiophone_knowledge_domain,idiofon,94
immigration_task,imigrare,96
inclusion_task,incluziune,96
industry_product,produs industrial,96
infants,sugari,94
informatics_industry,informatică,96
information,informații,96
infrastructure_work_object,infrastructură,94
injection_task,injectare,96
inland_water_industry,ape interioare,94
innovation_task,inovare,96
insemination_task,inseminare,96
inspection,inspecție,94
installation,instalare,94
institution_task,instituție,96
instrument_task,instrumentare,96
insulating_task,izolare,96
insulation_task,izolație,98
insurance,asigurari,94
integrated_work_object,sistem integrat,96
integration,integrare,94
intellectual_industry,proprietate intelectuală,96
intelligence_knowledge_domain,inteligenta artificiala,91
intelligence_work_object,sistem de inteligență,96
intelligent_work_object,inteligent,96
interest_group_industry,grup de interese,94
interior,design interior,96
intermodal_industry,transport intermodal,96
interpretation_task,interpretare,96
investment,investiții,94
ironwork_industry,confecții metalice,96
irrigation_task,irigații,98
issuing_task,emitere,96
jewellery_knowledge_domain,bijuterii,94
jewellery_product,bijuterie,94
jewellery_work_object,bijuterii,94
journalism,jurnalism,94
judicial,judiciar,94
jury_work_object,juriu,94
juvenile_industry,juvenil,94
kennel_work_object,canisă,98
kettle_work_object,ceainic,94
keyboard_knowledge_domain,claviatură,94
kitchen,bucătărie,94
laboratory,laborator,94
laboratory,laborant,94
labour_task,muncă fizică,96
lacquer_spray_gun_work_object,pistol de pulverizare lac,96
land_based_machinery_work_object,utilaje terestre,94
land_based_work_object,terestru,94
land_work_object,teren,94
landfill_work_object,depozit de deșeuri,94
landscape_work_object,peisaj,94
language,limbi,98
languages,limbi străine,96
laser_beam_work_object,fascicul laser,94
lasting_task,tragere pe calapod,96
lathe_work_object,strung,94
laundromat_work_object,spălătorie automată,94
laundry,spălătorie,98
law,drept,96
layout,machetare,94
leaflet_product,pliant,94
lean_work_object,producție lean,96
learning,învățare,94
level_noop,nivelare,96
library_industry,biblioteci,96
licensing_task,licențiere,96
life_knowledge_domain,științele vieții,96
lifeguard_knowledge_domain,salvamar,94
light_board_work_object,pupitru de lumini,94
light_motor_product,motor ușor,94
lighting_product,iluminat,94
lime_kiln_work_object,cuptor de var,94
line_work_object,linie,94
linen_work_object,in,94
linguistics_knowledge_domain,lingvistică,96
liquid_fuel_work_object,combustibil lichid,94
liquid_waste_work_object,deșeuri lichide,94
liquor_work_object,băuturi spirtoase,94
list_task,listare,96
literacy,alfabetizare,98
literary_industry,literar,96
literature_knowledge_domain,literatură,98
live_industry,evenimente live,96
livestock,șeptel,94
loan_work_object,împrumut,94
location_task,locație,96
locker_work_object,vestiar,96
logistics,logistică,98
lottery_work_object,loterie,98
machine_task,prelucrare mecanică,96
machine_tool_knowledge_domain,mașini-unelte,96
machinery_knowledge_domain,utilaje industriale,96
magazine_knowledge_domain,reviste,96
maintenance,intretinere,94
make_up_knowledge_domain,machiaj,96
making_task,fabricare,96
malt_kiln_work_object,cuptor de malț,94
manual_industry,munca manuală,96
manufactured_wooden_work_object,lemn prelucrat,94
manufacturing,producție industrială,96
marine,maritim,94
maritime_water_industry,ape maritime,94
market,piata,94
marking_task,marcare,96
marriage_work_object,căsătorie,94
mask_work_object,mască,94
mastering_task,masterizare,96
maternity_task,maternitate,94
mathematics,matematică,98
mattress_work_object,saltea,94
measure_work_object,măsurătoare,96
measuring_task,măsurare,96
meat_product_knowledge_domain,produse din carne,96
meat_product_product,produs din carne,96
mechanical,mecanic,94
mechatronics,mecatronica,94
media,mass-media,96
media_product,produs media,96
medicine,medicină,98
membership_work_object,calitate de membru,94
membranophone_knowledge_domain,membranofon,94
mental,sănătate mentală,96
merger_knowledge_domain,fuziuni,96
metal_industry,metalurgie,96
metallurgical_industry,metalurgic,96
metalworking_task,prelucrare mecanică a metalelor,96
meteorology_knowledge_domain,meteorologie,96
metrology_knowledge_domain,metrologie,96
microsystem_knowledge_domain,microsisteme,96
microsystem_work_object,microsistem,96
middle_knowledge_domain,gimnaziu,96
midwifery_knowledge_domain,moașărie,94
migrant_industry,migrație,96
military,militar,98
milk_heat_work_object,încălzire a laptelui,94
mill,moară,98
milling_task,frezare,98
mine,mina,94
mineral_industry,minerale,98
miniature_task,miniatură,94
mining,minerit,94
mobile,telefonie mobilă,96
mobility_task,mobilitate,94
mollusc_product,moluscă,96
monitoring_task,monitorizare,96
mooring,amflare,96
mortgage_loan_work_object,împrumut ipotecar,94
mortgage_work_object,ipotecă,94
motion_knowledge_domain,cinematică,96
motion_product,control al mișcării,96
motion_task,mișcare,96
motor_vehicle_aftersale_work_object,servicii post-vânzare autovehicule,96
motor_vehicle_part_work_object,piesă auto,96
motor_vehicle_work_object,autovehicul,98
mould_task,matrițare,96
moulding,turnare în matriță,94
mountain_work_object,munte,94
movie_product,film,94
museum_knowledge_domain,muzeologie,96
music,muzică,94
mutual_industry,societăți mutuale,96
nailing_task,batere în cuie,96
nature_task,protecția naturii,96
navy_work_object,marină militară,96
needs_population,persoane cu nevoi speciale,96
net_task,rețea,94
network_product,echipament de rețea,96
new_knowledge_domain,nou,94
newspaper_knowledge_domain,ziare,96
nibbling_task,ronțuire,96
night_work_object,noapte,94
nitroglycerin_separator_work_object,separator de nitroglicerină,94
non_destructive_industry,testare nedistructivă,96
non_knowledge_domain,neclasificat,96
non_vessel_task,transport non-maritim,96
nonwoven_staple_work_object,fibră nețesută,96
nonwoven_textile_work_object,textil nețesut,94
nonwoven_work_object,material nețesut,96
numerical_industry,comandă numerică,96
nursery_knowledge_domain,creșă,94
nursing,asistență medicală,96
occupational,ocupațional,94
offending_task,prevenire infracțiuni,96
office,birou,94
offset_work_object,tipar offset,96
oil_refinery_work_object,rafinărie de petrol,94
older_industry,geriatrie,96
onshore_wind_work_object,energie eoliană terestră,96
operating_task,operare,96
operations,operațiuni,94
optimisation_task,optimizare,96
optoelectronic_industry,optoelectronică,96
optomechanical_industry,optomecanică,96
ordinary_noop,uzual,96
ore_knowledge_domain,minereuri,98
ore_product,minereu,96
organ_work_object,orgă,96
orthopaedic_industry,ortopedie,96
orthotics_work_object,orteze,96
other_glassware_knowledge_domain,sticlărie specială,96
other_glassware_product,alte articole din sticlă,96
other_product,alte produse,96
outdoor_activity_knowledge_domain,activitate în aer liber,94
outdoor_knowledge_domain,activități în aer liber,96
overhaul,revizie generală,94
overhead_line_work_object,linie electrică aeriană,96
oxy_fuel_work_object,oxigaz,94
packaging_task,ambalare,98
packing_task,împachetare,98
paint_product,vopsea,94
painting,vopsire,94
palliative_industry,îngrijire paliativă,96
paper_bag_work_object,sac de hârtie,94
paper_product,hartie,94
paper_pulp_work_object,pastă de hârtie,94
paper_work_object,hartie,94
paperboard_product_work_object,produs din carton,94
park,parc,94
parking_task,parcare,96
parliament_task,activitate parlamentară,96
parliamentary_industry,parlamentar,96
part_knowledge_domain,componente,96
party_industry,partid politic,96
passenger,pasager,94
passengers,pasageri,98
passport_venue,birou pașapoarte,96
pasta_work_object,paste făinoase,96
pastry_work_object,patiserie,94
patent_work_object,brevet,94
pathology_knowledge_domain,patologie,96
patient,pacient,94
patients,pacienți,98
payroll_work_object,salarizare,94
peace_work_object,pace,94
pension_task,pensii,96
perforating_task,perforare,96
performance,performanta,94
performing_task,interpretare artistică,96
perfume_knowledge_domain,parfumerie,96
perfusion_task,perfuzie,96
peripheral_industry,periferice,96
personal_industry,servicii personale,96
persons,persoane,96
pest_task,combatere dăunători,96
pesticide_work_object,pesticid,94
pet,animal de companie,94
pets,animale de companie,94
pharmaceutical,farmaceutic,98
pharmaceutical_product,produs farmaceutic,94
philosophy,filosofie,98
photographic_industry,fotografic,96
photography,fotografie,94
physical,fizic,94
physics,fizică,98
physiotherapy_work_object,fizioterapie,94
piano_work_object,pian,94
picture_film_work_object,film fotografic,94
picture_product,tablou,96
pig_work_object,porcine,96
pilate_knowledge_domain,Pilates,94
pile_work_object,pilon,96
pill_work_object,pastilă,94
pipe_work_object,țeavă,94
pipeline_product,conducta,94
pipeline_route_work_object,traseu de conductă,94
pipeline_work_object,conducta,94
planning,planificare,98
plant,uzină,98
plastering_task,tencuire,96
plastic_industry,mase plastice,96
plate_glass_work_object,sticlă plană,94
plodder_work_object,extruder de săpun,96
plumbing_task,instalații sanitare,98
podiatry_work_object,podologie,94
policy,politici publice,96
politics_knowledge_domain,politică,98
pollution_task,combatere poluare,96
post_production_task,postproducție,96
post_task,poștă,96
pottery_work_object,olărit,94
poultry_work_object,păsări de curte,94
power_knowledge_domain,energie electrică,96
power_line_work_object,linie electrică,94
power_product,sursă de alimentare,96
power_work_object,energie,94
powertrain_work_object,grup motopropulsor,94
practice_industry,practică profesională,96
pre_lasting_task,pre-tragere pe calapod,96
pre_stitching_task,pre-coasere,96
pre_work_object,prelucrare prealabilă,96
precast_work_object,prefabricate din beton,96
precious_work_object,metale și pietre prețioase,96
precision_task,mecatronică de precizie,96
predictive_industry,analiză predictivă,96
preparation_task,pregătire,96
prepared_industry,produse preparate,96
prepared_meat_work_object,carne preparată,94
prepress_work_object,pretipar,94
presales_channel,pre-vânzare,96
presales_task,activități de pre-vânzare,96
press_industry,presă și mass-media,96
prevention_task,prevenire,96
pricing_task,stabilire de prețuri,96
primary_school,școală primară,94
print_work_object,tipar,94
printed_work_object,materiale tipărite,96
printing,tipărire,94
prior_task,prioritizare,96
prison,penitenciar,94
private,sector privat,96
probation_task,probațiune,96
process,procesare,98
processing,prelucrare,94
procurement_task,achiziții,98
product_knowledge_domain,management de produs,96
production,producție,98
products_product,produse,94
programme,program,98
programming,programare,94
project,management de proiect,96
promotion_task,promovare,96
prop_mistress_work_object,responsabilă cu recuzita,94
prop_work_object,recuzită,94
property_knowledge_domain,proprietăți imobiliare,96
property_work_object,proprietate,96
protection,protecție,98
protective_industry,echipamente de protecție,96
psychology,psihologie,94
public,sector public,96
public_knowledge_domain,administrație publică,96
public_relations,relații publice,94
publishing_task,editare și publicare,96
pulp_work_object,pastă de celuloză,96
pultrusion_task,pultruziune,96
pump_product,pompa,94
pump_work_object,pompa,94
punch_work_object,poanson,94
pupil,elev,94
pupils,elevi,94
purchase_work_object,achiziție,94
purchasing_task,achiziționare,98
pyrotechnic_industry,pirotehnică,96
pyrotechnics_task,pirotehnie,96
quality,controlul calității,96
quality_assurance,asigurarea calității,96
quantity_work_object,cantitate,94
quarry_work_object,carieră de piatră,96
quick_task,intervenție rapidă,96
race_track_work_object,pistă de curse,94
radiation_task,protecție la radiații,96
rail_work_object,șină,94
railway,cale ferata,91
raw_knowledge_domain,materii prime,96
real_industry,sector imobiliar,96
rearing_task,creștere de animale,96
reception,recepție,94
recirculation_task,recirculare,96
record_work_object,înregistrare,94
recording_task,înregistrare audio,96
recovery,recuperare,94
recreation_task,recreere,98
recreational_industry,agrement,96
recruitment_task,recrutare,96
refinery_shift_work_object,tură de rafinărie,94
refining_task,rafinare,96
refrigeration_task,refrigerare,96
refurbishing_task,recondiționare,96
refuse_vehicle_work_object,autospecială de gunoi,96
regional_noop,dezvoltare regională,96
regulatory,reglementare,96
rehabilitation_task,reabilitare,96
relations_knowledge_domain,relații internaționale,96
relationship,gestionarea relațiilor,96
religion_knowledge_domain,religie,98
religiou_knowledge_domain,studii religioase,96
relocation_task,relocare,96
